tv,err,link,dot_last2,dot_bar,wt2_trough,wt2_now,close,zone_low,zone_top,pct_of_range,wk_wt2,wk_wt1,range_pct,med_price,likely_pref,in_zone,pass_4h,pass_wk,flag,bucket
NYSE:APD,,https://www.tradingview.com/chart/?symbol=NYSE%3AAPD,True,2026-09-15 09:30,-68.13860473760013,-66.95032043864057,290.55999755859375,271.29998779296875,281.40787182617186,0.44968484895123034,29.28971045058617,12.627805243743378,0.14518157239434243,295.010009765625,False,False,True,False,False,
NYSE:APG,,https://www.tradingview.com/chart/?symbol=NYSE%3AAPG,True,2026-09-15 13:30,-61.05698635560228,-60.9765790205632,36.9900016784668,36.7400016784668,39.72422088623047,0.019770665588676274,-40.792689397061345,-52.99330259370934,0.3025118869345612,41.79999923706055,False,True,True,False,False,"NEAR: 4h+band ok, weekly shallow"
NYSE:APH,,https://www.tradingview.com/chart/?symbol=NYSE%3AAPH,False,,-15.825488078927647,-15.825488078927647,77.63999938964844,59.560001373291016,66.31078126525878,0.6320572734029114,33.39762737416431,26.499192850749665,0.3787487449759895,75.5250015258789,False,False,False,False,False,
NYSE:APO,,https://www.tradingview.com/chart/?symbol=NYSE%3AAPO,True,2026-09-15 09:30,-66.6303920846001,-66.49963532914113,126.9800033569336,100.30000305175781,110.50936175537109,0.6167361001620056,28.461053233205963,19.976134186027302,0.3396937182973492,127.3499984741211,False,False,True,False,False,
NASDAQ:APP,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AAPP,False,,-7.053034800978613,52.58570690064655,331.4800109863281,298.5299987792969,372.9195567626953,0.10453352717319271,-53.92260254304818,-50.95524969782694,0.7021987149835464,448.8900146484375,False,True,False,False,False,
NYSE:APTV,,https://www.tradingview.com/chart/?symbol=NYSE%3AAPTV,False,,-44.851589598542624,-44.851589598542624,43.755001068115234,43.755001068115234,51.67634074401855,0.0,-64.88106005740441,-64.86119551737933,0.5675515551761069,59.13999938964844,False,True,False,True,False,
NYSE:AR,,https://www.tradingview.com/chart/?symbol=NYSE%3AAR,False,,-40.960913234123005,-39.347612367407066,38.83000183105469,32.849998474121094,35.752799194335935,0.48617901408398284,41.56351749368304,44.42679037235548,0.33184954829310176,37.064998626708984,False,False,False,False,False,
NASDAQ:ARCC,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AARCC,False,,-44.92445192585226,-40.43187051462361,19.395000457763672,17.440000534057617,18.08782028198242,0.7122042566201352,64.11460279328274,54.91720828086761,0.14589417241397137,18.815000534057617,True,False,False,False,False,
NYSE:ARES,,https://www.tradingview.com/chart/?symbol=NYSE%3AARES,False,,-76.19386498699876,-69.7506022629059,129.08999633789062,96.47000122070312,108.97328021240234,0.6157039967489387,44.343065761188335,31.693596309450122,0.4291615798885076,123.44999694824219,False,False,False,False,False,
NASDAQ:ARGX,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AARGX,False,,-48.478594794275956,-42.244789986132126,979.6375122070312,663.6199951171875,757.500806640625,0.7944129670692511,62.98049991394681,59.06087555155464,0.4671866138404467,851.47998046875,False,False,False,False,False,
NASDAQ:ARM,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AARM,False,,-6.775548244317,-6.775548244317,241.85000610351562,114.36499786376953,191.1558583679199,0.39179743197374334,-19.43822554158429,-22.65745115757492,1.3184691883312025,246.7899932861328,False,False,False,False,False,
NYSE:ARMK,,https://www.tradingview.com/chart/?symbol=NYSE%3AARMK,False,,-17.765778881931087,33.2915678589517,58.29999923706055,38.88999938964844,44.43953924560547,0.8254305911637236,45.15623994395951,42.42545983864456,0.43732563119688767,53.77000045776367,False,False,False,False,False,
